Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
448,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29-320,1993,14.7,729,78,293,334,108,5,729,10,8,80.0,2,20.0,281,1289,742,15,9,1,12,12,328,26,Matches,c4b888df
449,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,25-213,1997,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14,Matches,5e080f73
450,Irvin Cardona,fr FRA,MF,Augsburg,de Bundesliga,25-213,1997,0.6,19,2,6,7,6,0,19,0,0,,0,,7,42,22,1,0,0,2,1,7,1,Matches,5e080f73
451,Igor Carioca,br BRA,DFMF,Lorient,fr Ligue 1,26-200,1996,1.4,100,3,34,48,21,3,100,4,2,50.0,2,50.0,60,269,133,1,2,1,3,0,54,10,Matches,e3e32fbb
452,Carlos,br BRA,DF,Monza,it Serie A,24-061,1999,21.3,1310,75,430,561,332,40,1310,39,24,61.5,14,35.9,650,3814,2091,56,48,7,25,16,808,96,Matches,8d3cd59d
453,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29-359,1993,2.0,140,8,49,85,9,4,140,0,0,,0,,92,284,150,0,2,0,2,0,100,0,Matches,b4a014b1
454,Juan Carlos,es ESP,GK,Girona,es La Liga,35-048,1988,10.0,356,324,355,1,0,0,356,0,0,,0,,212,903,476,0,0,0,0,0,188,0,Matches,688b96e3
455,José Carlos Lazo,es ESP,MFFW,Almería,es La Liga,27-021,1996,0.2,8,0,1,2,5,1,8,1,1,100.0,0,0.0,7,44,9,0,0,0,2,0,7,3,Matches,5b93209a
456,José Carlos Lazo,es ESP,MFFW,Espanyol,es La Liga,27-021,1996,1.8,71,6,25,14,32,4,71,5,1,20.0,4,80.0,35,216,103,2,6,0,3,4,33,10,Matches,5b93209a
457,Carmona,es ESP,MFDF,Elche,es La Liga,21-039,2002,5.3,213,16,69,73,74,14,213,12,5,41.7,5,41.7,108,641,248,8,8,5,12,3,91,21,Matches,2dce876a
458,Carmona,es ESP,DF,Sevilla,es La Liga,21-039,2002,5.9,400,33,147,196,60,6,400,6,2,33.3,3,50.0,227,935,526,9,11,2,11,2,249,8,Matches,2dce876a
459,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-251,2000,16.0,573,507,573,0,0,0,573,0,0,,0,,292,1590,852,0,0,0,0,0,216,0,Matches,8ec56e62
460,Yannick Carrasco,be BEL,MFDF,Atlético Madrid,es La Liga,29-186,1993,14.0,751,16,124,259,381,81,751,58,30,51.7,21,36.2,428,3239,1664,67,26,34,31,23,475,122,Matches,de39485a
461,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-057,1992,14.1,1023,53,280,420,327,18,1023,10,4,40.0,3,30.0,574,2012,992,10,20,0,13,4,705,83,Matches,4958bfb2
462,Fabio Carvalho,pt POR,MFFW,Liverpool,eng Premier League,20-191,2002,3.7,183,2,31,69,86,26,183,5,2,40.0,2,40.0,115,517,212,7,8,2,10,15,136,24,Matches,966e28d0
463,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23-315,1999,1.5,56,44,56,0,0,0,56,0,0,,0,,32,211,112,0,0,0,0,0,19,0,Matches,8608f269
464,William Carvalho,pt POR,MF,Betis,es La Liga,30-336,1992,17.8,1339,25,199,906,247,27,1339,35,21,60.0,11,31.4,825,3775,1880,31,22,4,19,17,1073,36,Matches,dee86451
465,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-023,1998,16.6,1097,145,519,566,22,13,1097,2,0,0.0,2,100.0,628,3830,2149,8,1,0,4,1,717,3,Matches,3f5f38fb
466,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-014,1992,14.5,1099,70,330,594,186,14,1099,13,5,38.5,5,38.5,525,1748,788,8,13,1,14,10,691,24,Matches,4d224fe8
467,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-014,1992,0.1,11,1,3,8,0,0,11,0,0,,0,,7,20,6,0,0,0,1,0,7,0,Matches,4d224fe8
468,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-214,1997,16.3,1001,58,319,450,239,11,1001,24,12,50.0,4,16.7,505,2602,1506,38,29,4,18,7,560,55,Matches,2389cdc2
469,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-094,1995,23.2,1516,95,528,635,358,37,1516,18,7,38.9,9,50.0,674,2826,1386,31,17,4,23,12,883,105,Matches,197640fd
470,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-072,1989,7.9,478,17,111,270,104,6,478,4,2,50.0,1,25.0,220,1004,563,9,5,0,9,0,268,6,Matches,ad92526f
471,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-257,1992,23.0,1112,809,1102,10,0,0,1112,0,0,,0,,677,3264,1793,0,1,1,0,0,576,0,Matches,db401046
472,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-157,1998,19.5,463,20,46,188,240,81,462,28,11,39.3,12,42.9,254,1378,664,22,20,6,34,16,327,94,Matches,da76bab4
473,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-042,1995,18.5,1089,106,464,575,56,13,1089,14,9,64.3,3,21.4,682,3505,1758,14,15,0,16,4,605,13,Matches,e0f3a1f6
474,Samu Castillejo,es ESP,FW,Valencia,es La Liga,28-050,1995,11.7,623,2,69,263,297,31,623,54,19,35.2,28,51.9,420,2438,1240,41,28,9,35,21,448,78,Matches,130a7a3f
475,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-006,1994,12.3,906,47,319,392,205,13,906,28,13,46.4,12,42.9,451,2295,1309,23,14,4,10,12,549,39,Matches,e28868f3
476,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-020,1997,1.4,76,1,12,35,31,3,76,4,1,25.0,2,50.0,46,261,117,3,4,0,4,3,45,1,Matches,0728bebe
477,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-215,1994,17.2,1200,68,313,757,138,0,1200,13,5,38.5,6,46.2,625,2348,825,6,8,0,4,6,829,13,Matches,ba3d3bea
478,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-132,1994,22.0,1396,183,754,622,26,13,1396,1,1,100.0,0,0.0,823,3912,2012,8,4,0,7,2,913,1,Matches,274ab13c
479,Yoann Cathline,fr FRA,FWMF,Lorient,fr Ligue 1,20-230,2002,7.9,330,7,68,93,177,22,330,41,14,34.1,21,51.2,246,1862,906,32,19,7,26,15,231,75,Matches,4db5915d
480,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-021,1997,15.4,867,115,435,396,43,6,867,8,3,37.5,4,50.0,636,4288,2088,17,14,0,6,2,558,6,Matches,c92c24f0
481,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-023,1987,10.5,338,8,34,151,155,42,335,6,1,16.7,4,66.7,161,644,251,7,6,3,22,8,257,40,Matches,527f063d
482,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-214,1996,8.7,910,12,128,537,250,16,910,29,17,58.6,11,37.9,643,3557,1750,33,31,3,9,16,738,27,Matches,c0617e2b
483,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-078,1995,0.3,12,4,9,3,0,0,12,0,0,,0,,1,5,0,0,0,0,0,0,1,0,Matches,4d1efb48
484,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30-302,1992,11.5,585,62,216,298,76,10,585,2,1,50.0,1,50.0,269,1461,889,20,12,2,11,5,303,16,Matches,d9624b51
485,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,28-357,1994,12.5,421,24,54,175,197,47,421,24,14,58.3,8,33.3,200,953,381,14,11,6,46,16,268,60,Matches,07f8bcc8
486,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-187,2001,3.7,152,0,21,45,86,25,152,18,4,22.2,12,66.7,101,668,421,22,7,14,7,5,111,35,Matches,98a84572
487,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-020,1997,11.3,746,31,244,322,190,15,746,7,2,28.6,5,71.4,338,1718,951,23,19,5,12,11,393,57,Matches,31a62dc7
488,Álex Centelles,es ESP,DF,Almería,es La Liga,25-121,1997,0.6,33,3,16,10,7,0,33,0,0,,0,,18,52,28,0,0,0,2,0,17,2,Matches,ae852b7d
489,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-052,1996,11.2,747,56,206,357,191,9,747,39,23,59.0,13,33.3,417,2485,1142,26,16,4,15,8,422,74,Matches,3c6bbbab
490,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,28-287,1994,15.3,766,12,153,339,282,32,766,36,12,33.3,19,52.8,412,2238,977,31,26,7,25,14,423,66,Matches,5e1028e5
491,Julio César Enciso,py PAR,FWMF,Brighton,eng Premier League,19-045,2004,1.5,57,0,1,23,34,9,57,5,2,40.0,2,40.0,40,284,204,6,6,4,6,6,42,9,Matches,9cfbad36
492,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,27-354,1995,6.0,,,,,,,,,,,,,,,,,,,,,,,Matches,f5dfc256
493,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-025,1998,9.4,708,125,434,263,14,7,708,1,1,100.0,0,0.0,344,1366,651,2,2,0,1,1,413,1,Matches,ae7058f9
494,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,24-336,1998,3.6,164,4,17,113,36,0,164,1,0,0.0,1,100.0,104,455,181,1,3,0,5,3,103,8,Matches,5d9577aa
495,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17-297,2005,2.5,233,21,95,131,9,1,233,0,0,,0,,181,713,203,0,1,0,2,2,163,1,Matches,2180c761
496,Fares Chaïbi,fr FRA,FWMF,Toulouse,fr Ligue 1,20-101,2002,17.7,833,27,105,398,336,61,833,20,5,25.0,14,70.0,611,3165,1530,52,24,14,41,17,626,141,Matches,357103bd
497,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-087,1994,0.1,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,0,Matches,422862ea
498,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-247,1999,10.9,764,77,389,328,49,9,764,4,2,50.0,1,25.0,458,1667,855,8,5,0,5,4,518,8,Matches,5515376c
499,Calum Chambers,eng ENG,DFMF,Aston Villa,eng Premier League,28-048,1995,2.6,167,22,93,62,14,0,167,0,0,,0,,108,628,441,3,2,0,1,0,113,0,Matches,dc6f5bdd
500,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32-345,1990,0.9,62,2,13,31,18,0,62,2,0,0.0,2,100.0,23,82,50,1,0,0,2,0,31,5,Matches,b3b7f5a6
501,Gaëtan Charbonnier,fr FRA,FWMF,Auxerre,fr Ligue 1,34-072,1988,2.8,120,5,11,67,43,14,120,4,2,50.0,1,25.0,91,433,139,2,3,0,8,6,92,18,Matches,18ebca4b
502,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-077,1994,17.5,1001,112,518,457,32,15,1001,2,2,100.0,0,0.0,674,3355,1775,2,2,0,5,2,604,2,Matches,16aa7d4c
503,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-002,1991,19.0,980,47,306,504,175,29,980,15,7,46.7,6,40.0,663,2897,1017,13,15,4,14,7,614,34,Matches,279ddf6a
504,Pep Chavarría,es ESP,FWDF,Rayo Vallecano,es La Liga,24-333,1998,1.1,81,4,13,23,45,0,81,1,0,0.0,1,100.0,46,227,129,5,1,0,4,1,54,9,Matches,63c5e56b
505,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-213,1997,0.4,16,1,6,10,0,0,16,1,0,0.0,1,100.0,7,30,9,0,0,0,1,0,10,0,Matches,873ce3a2
506,Rayan Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,19-204,2003,11.3,797,0,36,296,483,78,797,89,41,46.1,43,48.3,623,4696,2433,75,59,35,37,37,624,168,Matches,b34c63a5
507,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-046,1995,2.3,150,14,64,64,23,1,150,2,0,0.0,2,100.0,97,512,209,2,1,0,5,1,79,7,Matches,9d498560
508,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-123,2001,20.0,675,534,674,1,0,0,675,0,0,,0,,537,2684,1818,0,0,0,1,0,417,0,Matches,b3d76d84
509,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17-277,2005,0.0,4,2,2,2,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches,48780156
510,Federico Chiesa,it ITA,DFMF,Juventus,it Serie A,25-135,1997,4.2,203,4,28,78,102,15,203,19,12,63.2,7,36.8,114,721,428,19,10,6,8,6,132,31,Matches,b0f7e36c
511,Ben Chilwell,eng ENG,DFMF,Chelsea,eng Premier League,26-078,1996,7.9,617,13,152,246,222,13,617,11,3,27.3,8,72.7,335,1750,979,23,20,4,14,11,393,69,Matches,d2424d1b
512,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-115,1989,8.1,414,86,262,150,6,2,414,1,0,0.0,0,0.0,194,1062,549,2,2,0,1,3,216,1,Matches,c316607a
513,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25-290,1997,19.8,1324,19,198,944,192,9,1324,12,7,58.3,4,33.3,1037,5117,2117,15,20,1,5,6,985,18,Matches,68a26d51
514,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-166,2001,17.0,865,65,277,499,98,8,865,14,6,42.9,5,35.7,539,2611,1003,3,7,0,15,5,515,22,Matches,7909ffa4
515,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26-333,1996,12.0,1031,80,397,610,27,6,1031,1,0,0.0,1,100.0,716,3758,2218,15,11,0,5,0,783,2,Matches,1cb49278
516,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23-352,1999,23.0,910,686,903,7,0,0,910,2,1,50.0,1,50.0,490,2647,1385,0,0,0,0,1,378,0,Matches,af104654
517,Ryan Christie,sct SCO,MFFW,Bournemouth,eng Premier League,28-015,1995,11.6,518,23,110,241,174,30,518,44,17,38.6,23,52.3,309,1913,834,21,17,5,25,24,325,38,Matches,26ce2263
518,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,eng Premier League,19-140,2003,2.4,142,5,30,54,60,12,142,9,4,44.4,5,55.6,84,643,431,13,3,1,10,3,88,13,Matches,b2f9c73e
519,Samuel Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,23-291,1999,14.5,743,11,86,245,427,83,743,93,45,48.4,45,48.4,531,3683,1997,71,38,40,39,17,578,161,Matches,b8a642fc
520,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-241,2000,0.3,5,1,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,1,1,1,0,Matches,c6608135
521,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-004,2000,9.5,475,63,268,205,8,3,475,3,1,33.3,2,66.7,215,1214,561,3,2,0,2,1,268,0,Matches,ec1a731e
522,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,30-351,1992,4.1,261,9,74,147,42,0,261,6,4,66.7,2,33.3,103,340,117,2,2,0,6,3,156,1,Matches,6e17c802
523,Yanis Cimignani,fr FRA,MFDF,Ajaccio,fr Ligue 1,21-046,2002,3.1,148,5,23,64,61,2,148,6,2,33.3,4,66.7,91,471,197,3,8,0,4,5,87,17,Matches,7495aba7
524,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-221,1985,6.2,166,4,11,62,93,38,163,1,0,0.0,1,100.0,74,208,73,4,5,0,15,6,120,19,Matches,b09a3ecc
525,Tio Cipot,si SVN,DFFW,Spezia,it Serie A,19-323,2003,0.6,32,1,3,16,15,2,32,4,2,50.0,2,50.0,20,100,45,2,0,0,1,3,24,5,Matches,039a4fb6
526,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,es La Liga,28-358,1994,10.9,680,42,190,409,89,14,680,6,2,33.3,3,50.0,382,1830,880,8,14,1,10,7,395,3,Matches,9a0408b6
527,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-213,2002,0.4,19,4,12,5,2,1,19,1,0,0.0,1,100.0,12,56,5,0,0,0,1,1,10,1,Matches,ff4d0258
528,Patrick Ciurria,it ITA,DFMF,Monza,it Serie A,28-028,1995,17.8,940,24,220,391,335,35,940,22,2,9.1,18,81.8,460,2450,1117,32,26,5,33,11,588,106,Matches,5de3866c
529,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-030,2005,0.1,7,0,0,0,7,1,7,1,0,0.0,1,100.0,3,3,0,0,0,0,2,0,3,2,Matches,73341ace
530,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24-276,1998,0.7,39,4,9,18,12,0,39,0,0,,0,,24,129,34,0,1,0,3,2,25,1,Matches,741418c3
531,Alexis Claude-Maurice,fr FRA,MFFW,Lens,fr Ligue 1,24-276,1998,5.0,245,5,30,122,97,18,245,20,6,30.0,11,55.0,191,1124,438,9,5,4,13,8,195,38,Matches,741418c3
532,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-165,1992,18.0,1094,37,222,439,449,72,1094,41,16,39.0,22,53.7,699,3985,2023,51,28,13,26,10,685,147,Matches,5219ab4a
533,Carlos Clerc,es ESP,DFMF,Elche,es La Liga,31-016,1992,16.8,961,67,306,414,246,20,961,29,12,41.4,16,55.2,492,2658,1174,38,21,2,17,10,542,72,Matches,33a61a52
534,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31-338,1991,16.4,903,42,290,445,172,3,903,11,5,45.5,5,45.5,396,1658,856,14,10,1,11,2,490,25,Matches,0442183b
535,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-012,1993,21.9,1295,221,750,524,29,10,1295,3,0,0.0,2,66.7,837,3920,2310,4,4,0,6,2,930,1,Matches,2928dca2
536,Marcus Coco,fr FRA,DFFW,Nantes,fr Ligue 1,26-258,1996,3.6,201,8,47,78,81,15,201,4,1,25.0,3,75.0,136,817,432,10,3,2,13,7,125,29,Matches,3010aefb
537,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-017,1992,6.5,428,62,224,176,31,1,428,2,0,0.0,2,100.0,309,1699,762,3,4,0,3,3,290,9,Matches,c4065f40
538,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-136,1989,5.5,189,17,65,100,27,1,189,3,3,100.0,0,0.0,76,405,207,5,6,1,5,1,88,3,Matches,963a9201
539,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-149,1988,14.2,766,60,274,320,178,15,766,25,11,44.0,11,44.0,360,1626,731,11,9,3,24,7,384,25,Matches,0420d84f
540,David Čolina,hr CRO,DFMF,Augsburg,de Bundesliga,22-233,2000,0.7,54,0,10,29,16,1,54,10,3,30.0,5,50.0,24,97,33,0,1,0,3,2,14,4,Matches,dd5bbe0d
541,Álex Collado,es ESP,MF,Elche,es La Liga,23-321,1999,6.0,298,8,49,132,123,15,298,16,6,37.5,9,56.3,190,1249,514,10,15,3,11,7,216,34,Matches,85dace26
542,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-059,2001,0.1,8,0,0,2,6,1,8,0,0,,0,,3,9,4,0,0,0,0,0,6,3,Matches,b3f62bfc
543,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-136,1992,15.4,861,107,451,391,20,9,861,2,2,100.0,0,0.0,512,2144,1020,3,1,0,4,2,517,2,Matches,8b95acda
544,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21-313,2001,16.9,1110,171,655,429,32,9,1110,7,6,85.7,0,0.0,601,2962,1551,9,8,2,9,5,758,3,Matches,a8c19eb8
545,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-001,2002,11.8,438,5,14,202,224,52,437,28,10,35.7,16,57.1,232,934,281,9,9,1,60,32,311,91,Matches,04df29a5
546,Andrea Colpani,it ITA,MF,Monza,it Serie A,23-302,1999,5.6,304,3,32,137,142,18,304,19,8,42.1,8,42.1,203,1237,591,15,14,3,13,8,221,41,Matches,6499048c
547,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-011,2003,5.1,453,49,240,200,15,1,453,0,0,,0,,297,1667,1040,6,2,0,1,1,325,1,Matches,700783e7
548,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,26-269,1996,9.7,640,6,40,208,401,56,640,56,24,42.9,23,41.1,464,2896,1598,61,32,24,26,15,513,193,Matches,042e8a49
549,Eray Cömert,ch SUI,DF,Valencia,es La Liga,25-033,1998,16.0,1013,145,543,455,27,9,1013,2,2,100.0,0,0.0,617,3383,1957,5,8,1,1,0,630,0,Matches,15937e17
550,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-155,1996,15.7,860,17,124,520,223,31,860,29,15,51.7,12,41.4,470,2379,1222,17,21,3,17,18,569,34,Matches,5ae499d0
551,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-041,1987,23.0,1044,832,1034,9,1,0,1044,0,0,,0,,589,2880,1840,0,0,0,1,0,525,0,Matches,8cabdc1e
552,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24-350,1998,11.1,682,41,241,304,144,12,682,11,1,9.1,10,90.9,460,2518,1243,22,16,2,7,5,436,67,Matches,cfa49cc1
553,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-007,1994,0.3,11,0,0,8,3,0,11,0,0,,0,,4,10,5,0,0,0,0,1,6,2,Matches,8fef5412
554,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-034,1997,16.7,806,58,245,414,158,8,806,16,6,37.5,8,50.0,361,1890,741,9,15,1,13,14,436,8,Matches,2afc7272
555,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31-324,1991,10.6,559,100,321,220,19,10,559,1,1,100.0,0,0.0,284,1293,577,1,3,0,3,2,350,0,Matches,3e5e4e63
556,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-191,1991,12.3,743,80,387,333,29,18,743,3,1,33.3,0,0.0,356,1615,688,1,2,0,8,1,393,1,Matches,dc64b8b3
557,Copete,es ESP,DF,Mallorca,es La Liga,23-150,1999,16.1,801,77,385,380,46,14,801,9,9,100.0,0,0.0,418,1607,909,7,5,0,9,6,465,2,Matches,0f26ffd7
558,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-071,2003,9.4,513,47,238,229,52,7,513,4,2,50.0,2,50.0,240,1216,601,7,8,1,8,2,242,8,Matches,22ae86f9
559,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31-300,1991,8.3,391,17,63,224,107,18,391,6,2,33.3,2,33.3,199,877,394,11,11,1,18,14,286,27,Matches,a6951bf8
560,Sébastien Corchia,fr FRA,DFMF,Nantes,fr Ligue 1,32-128,1990,6.8,371,21,95,146,134,8,371,8,2,25.0,1,12.5,226,1151,488,18,7,2,10,5,201,56,Matches,0e7ccfc4
561,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-163,1996,1.0,42,0,6,9,27,4,42,0,0,,0,,24,90,31,2,0,1,3,2,32,15,Matches,beb391dd
562,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-062,1993,0.7,25,0,4,10,11,3,25,1,0,0.0,1,100.0,19,76,33,1,1,0,1,1,23,5,Matches,fb938d24
563,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,28-000,1995,10.2,497,8,48,192,261,80,497,40,15,37.5,23,57.5,319,1466,687,31,14,17,39,13,384,99,Matches,01eb744d
564,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-208,1994,4.8,181,1,10,89,86,18,181,14,1,7.1,9,64.3,117,665,234,5,8,6,22,12,143,31,Matches,45b9b619
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-000,1999,16.3,1198,54,375,506,333,20,1198,24,8,33.3,10,41.7,640,3383,1937,47,35,8,26,10,721,90,Matches,c78b352d
566,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-043,2001,0.1,8,0,3,0,5,0,8,0,0,,0,,5,10,4,0,0,0,0,0,5,2,Matches,bfc359ed
567,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-239,1993,9.4,552,17,108,248,199,20,552,19,6,31.6,12,63.2,244,1367,693,28,14,11,16,8,276,62,Matches,5ddb8f9f
568,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,22-063,2001,14.5,839,4,47,418,384,42,839,43,25,58.1,14,32.6,701,4759,2374,62,62,9,29,24,684,125,Matches,59948ef7
569,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-153,1988,7.9,176,9,19,67,92,40,176,4,2,50.0,2,50.0,92,493,170,10,3,8,13,7,126,35,Matches,a190d597
570,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34-356,1988,19.3,974,39,239,447,297,28,974,19,5,26.3,11,57.9,516,2581,1531,45,24,6,13,6,608,95,Matches,808d48f3
571,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21-342,2001,0.5,21,1,7,15,0,0,21,1,1,100.0,0,0.0,18,121,87,1,0,0,0,0,15,0,Matches,bfb2056e
572,Nuno da Costa,cv CPV,FWMF,Auxerre,fr Ligue 1,32-027,1991,14.2,482,12,60,219,214,55,482,69,28,40.6,30,43.5,322,2119,692,17,7,8,61,28,323,78,Matches,909222de
573,Samu Costa,pt POR,MF,Almería,es La Liga,22-102,2000,13.8,884,50,304,504,83,8,884,10,3,30.0,7,70.0,455,1733,751,5,3,0,20,8,549,15,Matches,76c2a023
574,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-249,1987,19.0,638,531,635,3,0,0,638,1,1,100.0,0,0.0,377,1899,975,0,0,0,0,0,254,0,Matches,2434f24a
575,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-199,1992,15.8,983,57,269,395,320,12,983,10,1,10.0,3,30.0,396,2359,1281,43,29,1,17,11,495,79,Matches,fdf3cb77
576,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26-333,1996,20.8,981,48,239,593,173,14,981,55,27,49.1,26,47.3,574,3636,1649,31,23,5,42,20,611,47,Matches,85a44ecc
577,Tanguy Coulibaly,fr FRA,FWDF,Stuttgart,de Bundesliga,22-019,2001,1.6,98,1,15,38,47,5,98,9,3,33.3,6,66.7,56,328,125,5,4,3,3,3,60,16,Matches,05ba9d7c
578,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30-302,1992,18.0,681,569,677,4,0,0,681,0,0,,0,,448,2291,1461,0,1,1,2,0,395,0,Matches,1840e36d
579,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36-354,1986,12.9,830,23,144,570,123,4,830,8,5,62.5,2,25.0,589,2983,1296,17,12,2,12,5,563,14,Matches,ef8ae23b
580,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,30-270,1992,8.8,499,2,33,259,213,24,499,33,14,42.4,15,45.5,309,1760,757,18,28,5,23,17,369,68,Matches,0ef89a37
581,Yan Couto,br BRA,DFMF,Girona,es La Liga,20-279,2002,7.6,470,10,115,199,164,8,470,38,20,52.6,14,36.8,286,2099,1145,33,24,4,17,6,310,49,Matches,1944818c
