Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches,-9999
253,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-188,2002,16,597,37,25.5,6.6,6,78,2,10,13,5,1.50,11,3,+8,+1.21,+1.05,10.9,7.8,+3.1,+0.47,+0.14,Matches,a0d55a09
254,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-123,2000,21,1588,76,67.9,17.6,17,87,14,4,27,2,1.48,21,18,+3,+0.17,-0.91,23.5,22.2,+1.4,+0.08,-0.68,Matches,1ddbc7ca
255,Francesco Bardi,it ITA,GK,Bologna,it Serie A,31-050,1992,0,,,,,0,,0,0,,24,,,,,,,,,,,,Matches,0acda699
256,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-193,1997,11,330,30,15.3,3.7,3,57,0,8,20,2,1.00,3,7,-4,-1.09,-0.99,4.3,4.0,+0.3,+0.08,+0.20,Matches,03049c8c
257,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-030,1997,24,1882,78,83.6,20.9,22,84,14,2,21,0,1.96,41,25,+16,+0.77,+0.28,35.5,19.8,+15.7,+0.75,-0.21,Matches,6928979a
258,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-342,1997,14,549,39,25.4,6.1,6,66,0,8,19,10,1.36,9,8,+1,+0.16,+0.28,5.5,7.1,-1.6,-0.26,-0.36,Matches,aad53e64
259,Ross Barkley,eng ENG,FWMF,Nice,fr Ligue 1,29-094,1993,18,638,35,27.3,7.1,6,70,2,12,18,2,1.72,8,9,-1,-0.14,-0.83,9.0,9.3,-0.3,-0.04,-0.45,Matches,3a24769f
260,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-292,1998,14,343,25,16.6,3.8,2,83,0,12,15,8,1.71,8,7,+1,+0.26,+0.11,5.8,5.5,+0.2,+0.06,+0.16,Matches,a2a85828
261,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-090,1997,23,1921,84,85.4,21.3,23,84,16,0,,0,1.00,31,33,-2,-0.09,+1.27,26.9,35.4,-8.5,-0.40,+0.29,Matches,3ea50f67
262,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-065,2000,21,1353,64,65.4,15.0,15,82,8,6,21,2,1.52,28,20,+8,+0.53,+1.03,21.9,23.7,-1.8,-0.12,-0.12,Matches,00242b75
263,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-291,2001,1,68,68,3.0,0.8,1,68,0,0,,6,3.00,2,2,0,0.00,-0.82,0.9,0.7,+0.2,+0.26,-0.13,Matches,6caffe81
264,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-072,2001,10,404,40,18.7,4.5,5,65,0,5,15,4,2.00,6,2,+4,+0.89,+0.63,5.7,3.8,+1.9,+0.43,-0.03,Matches,200e89e1
265,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-050,1991,10,535,54,22.9,5.9,5,80,2,5,27,2,0.80,3,10,-7,-1.18,-0.18,4.1,6.2,-2.2,-0.37,-0.26,Matches,e3844ecb
266,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-267,2003,9,418,46,19.4,4.6,5,59,0,4,31,3,1.89,8,3,+5,+1.08,+0.35,7.5,4.6,+2.9,+0.62,+0.29,Matches,45736cec
267,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-115,1998,19,1044,55,46.4,11.6,13,74,4,6,14,2,1.68,12,19,-7,-0.60,-0.90,11.4,17.8,-6.4,-0.55,-0.65,Matches,e5bf73f3
268,Yacouba Barry,fr FRA,MF,Lens,fr Ligue 1,20-104,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,9e03d22e
269,Teddy Bartouche,fr FRA,GK,Lorient,fr Ligue 1,25-277,1997,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches,0d836298
270,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-170,1996,24,2160,90,96.0,24.0,24,90,24,0,,0,1.13,24,27,-3,-0.12,+1.88,20.6,27.9,-7.3,-0.31,-0.10,Matches,5a08ee41
271,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-104,1996,16,393,25,17.5,4.4,4,51,0,12,16,9,1.88,3,6,-3,-0.69,-1.90,5.2,4.1,+1.0,+0.23,+0.02,Matches,80556f08
272,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-162,1996,5,275,55,13.3,3.1,4,58,0,1,45,0,0.60,3,6,-3,-0.98,-0.53,2.9,4.1,-1.1,-0.37,-0.37,Matches,e61bdd69
273,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,18-301,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,42a028c5
274,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-330,1999,20,1537,77,68.3,17.1,18,82,13,2,29,5,2.00,34,18,+16,+0.94,+0.68,29.0,14.7,+14.3,+0.84,+0.16,Matches,75b86fb3
275,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-124,1996,13,946,73,42.0,10.5,12,76,3,1,34,1,1.08,10,16,-6,-0.57,+0.40,8.4,14.6,-6.2,-0.59,0.00,Matches,1ac232b8
276,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-240,1991,14,677,48,31.3,7.5,8,73,2,6,15,8,1.50,5,7,-2,-0.27,-0.14,4.3,11.2,-6.9,-0.91,-0.92,Matches,d637fc22
277,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-028,2000,17,1098,65,53.0,12.2,12,85,11,5,15,5,1.41,14,21,-7,-0.57,-0.20,12.9,21.4,-8.5,-0.70,-0.33,Matches,44a20f0c
278,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-280,1990,23,2070,90,100.0,23.0,23,90,23,0,,0,0.83,29,42,-13,-0.57,,32.7,35.1,-2.4,-0.10,,Matches,47064058
279,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-005,1996,5,404,81,19.5,4.5,5,81,3,0,,7,1.40,3,7,-4,-0.89,-1.54,4.4,4.0,+0.3,+0.07,+0.09,Matches,bd7d2e6d
280,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-066,1988,10,356,36,17.2,4.0,2,90,2,8,22,10,0.70,6,9,-3,-0.76,-0.34,4.9,5.5,-0.6,-0.16,+0.47,Matches,69374ff5
281,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-220,1999,23,1842,80,89.0,20.5,23,80,12,0,,0,0.83,26,41,-15,-0.73,-1.52,30.0,32.3,-2.3,-0.11,-0.10,Matches,437f2b00
282,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-289,1996,25,1520,61,65.0,16.9,19,73,5,6,22,0,0.80,7,33,-26,-1.54,-1.43,16.3,22.2,-6.0,-0.35,-0.55,Matches,20e0dd86
283,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-252,2000,1,54,54,2.4,0.6,1,54,0,0,,23,1.00,0,1,-1,-1.67,-1.63,0.1,0.4,-0.3,-0.50,-0.45,Matches,78e6bf2c
284,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-200,1996,1,9,9,0.4,0.1,0,,0,1,9,3,3.00,0,0,0,0.00,+0.48,0.1,0.0,0.0,+0.27,+0.82,Matches,fbbc8e15
285,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-017,2002,25,2250,90,100.0,25.0,25,90,25,0,,0,0.84,20,41,-21,-0.84,,24.0,33.4,-9.3,-0.37,,Matches,c91441dc
286,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-240,1990,4,60,15,2.8,0.7,0,,0,4,15,13,0.25,1,1,0,0.00,-0.17,1.0,0.1,+1.0,+1.45,+1.52,Matches,d8712bf9
287,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-320,1994,8,469,59,22.7,5.2,6,65,0,2,39,0,0.13,3,11,-8,-1.54,-1.25,5.3,9.4,-4.1,-0.78,-0.88,Matches,a53b661f
288,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-049,1996,19,1682,89,74.8,18.7,19,89,18,0,,0,1.47,26,21,+5,+0.27,+0.58,25.1,25.5,-0.3,-0.02,+0.21,Matches,19e4eab9
